150824_100028
REF_LAT, REF_LON
52.429019,-1.947089
Waypoints (nb, radius):
3,10
Waypoints (lat, lon):
52.429470,-1.946013
52.429462,-1.946756
52.429164,-1.946454
Time (ms), Yaw Filtered (deg), Yaw Raw (deg), Wind Direction Filtered (deg), Wind Direction Raw (deg), True Wind Direction (deg), Wind Speed (kph), Satellites, Course (deg), Speed (kph), Latitude (deg), Longitude (deg), X (m), Y (m), Rudder Cmd (%), Sail Cmd (%), RC Reception
423516,5.720,28.600,13.200,132.000,18.000,1.207,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.342,0.010,0
423557,10.316,28.700,25.180,133.000,34.000,1.207,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.311,0.010,0
423600,13.993,28.700,36.062,134.000,50.000,1.207,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.275,0.010,0
423643,16.934,28.700,45.956,135.000,62.000,1.207,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.250,0.010,0
423685,19.267,28.600,54.860,135.000,73.000,1.207,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.228,0.010,0
423730,21.114,28.500,62.874,135.000,83.000,1.207,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.482,0.024,0
423772,22.571,28.400,70.087,135.000,92.000,1.207,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.485,0.047,0
423814,23.717,28.300,76.578,135.000,100.000,1.207,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.488,0.077,0
423857,24.634,28.300,82.420,135.000,107.000,1.207,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.490,0.112,0
423901,25.387,28.400,87.778,136.000,112.000,1.207,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.493,0.143,0
423945,25.989,28.400,92.700,137.000,118.000,1.207,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.493,0.187,0
423987,26.492,28.500,97.230,138.000,123.000,1.207,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.496,0.229,0
424030,26.893,28.500,101.307,138.000,128.000,1.207,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.496,0.275,0
424074,27.235,28.600,104.977,138.000,131.000,1.207,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.499,0.305,0
424117,27.528,28.700,108.379,139.000,134.000,1.207,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.499,0.336,0
424159,27.782,28.800,111.541,140.000,139.000,1.207,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.499,0.391,0
424201,28.006,28.900,114.487,141.000,141.000,1.207,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.501,0.414,0
424248,28.205,29.000,117.338,143.000,145.000,1.207,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.501,0.461,0
424290,28.364,29.000,120.004,144.000,148.000,1.207,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.501,0.497,0
424333,28.511,29.100,122.504,145.000,151.000,1.207,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.501,0.534,0
424376,28.649,29.200,124.654,144.000,152.000,1.207,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.501,0.546,0
424422,28.759,29.200,126.588,144.000,155.000,1.207,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.501,0.582,0
424465,28.827,29.100,128.329,144.000,157.000,1.207,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.501,0.607,0
424507,28.882,29.100,129.896,144.000,158.000,1.207,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.501,0.619,0
424550,28.905,29.000,131.307,144.000,160.000,1.207,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.501,0.643,0
424596,28.904,28.900,132.476,143.000,161.000,1.207,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.501,0.655,0
424639,28.883,28.800,133.529,143.000,162.000,1.207,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.501,0.667,0
424682,28.867,28.800,134.376,142.000,163.000,1.207,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.501,0.679,0
424724,28.873,28.900,135.038,141.000,163.000,1.207,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.501,0.679,0
424768,28.899,29.000,135.634,141.000,163.000,1.207,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.501,0.679,0
424811,28.939,29.100,136.171,141.000,165.000,1.207,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.501,0.703,0
424853,28.991,29.200,136.654,141.000,165.000,1.207,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.501,0.703,0
424895,29.053,29.300,137.088,141.000,166.000,1.207,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.504,0.714,0
424940,29.122,29.400,137.480,141.000,166.000,1.207,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.504,0.714,0
424982,29.178,29.400,137.832,141.000,167.000,1.207,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.504,0.726,0
425024,29.222,29.400,138.148,141.000,167.000,1.207,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.504,0.726,0
425066,29.258,29.400,138.434,141.000,167.000,1.207,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.504,0.726,0
425111,29.286,29.400,138.690,141.000,167.000,1.207,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.504,0.726,0
425154,29.309,29.400,138.921,141.000,168.000,1.207,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.504,0.737,0
425198,29.327,29.400,139.229,142.000,168.000,1.207,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.504,0.737,0
425241,29.322,29.300,139.606,143.000,168.000,1.207,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.504,0.737,0
425286,29.317,29.300,140.146,145.000,169.000,1.207,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.504,0.749,0
425329,29.294,29.200,140.831,147.000,170.000,1.207,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.504,0.760,0
425372,29.255,29.100,141.748,150.000,171.000,1.207,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.504,0.771,0
425415,29.204,29.000,142.873,153.000,172.000,1.207,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.504,0.782,0
425461,29.163,29.000,144.086,155.000,173.000,1.207,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.504,0.792,0
425503,29.151,29.100,145.377,157.000,174.000,1.207,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.504,0.803,0
425546,29.161,29.200,146.740,159.000,175.000,1.207,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.504,0.813,0
425589,29.188,29.300,148.066,160.000,177.000,1.207,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.504,0.833,0
425635,29.231,29.400,149.359,161.000,178.000,1.207,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.504,0.843,0
425678,29.285,29.500,150.723,163.000,180.000,1.207,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.504,0.861,0
425720,29.348,29.600,152.051,164.000,181.000,1.207,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.504,0.870,0
425762,29.398,29.600,153.346,165.000,182.000,1.207,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.504,0.879,0
425807,29.439,29.600,154.611,166.000,184.000,1.207,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.504,0.896,0
425850,29.471,29.600,155.750,166.000,185.000,1.207,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.504,0.904,0
425892,29.477,29.500,156.775,166.000,186.000,1.207,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.504,0.912,0
425934,29.461,29.400,157.698,166.000,187.000,1.207,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.504,0.919,0
425979,29.409,29.200,158.428,165.000,187.000,1.207,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.504,0.919,0
426021,29.347,29.100,159.085,165.000,188.000,1.207,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.504,0.926,0
426063,29.278,29.000,159.677,165.000,188.000,1.207,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.504,0.926,0
426106,29.202,28.900,160.209,165.000,188.000,1.207,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.504,0.926,0
426159,29.142,28.900,160.688,165.000,188.000,1.207,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.504,0.926,0
426202,29.093,28.900,161.119,165.000,190.000,1.207,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.504,0.939,0
426245,29.095,29.100,161.507,165.000,190.000,1.207,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.504,0.939,0
426288,29.116,29.200,161.957,166.000,190.000,1.207,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.504,0.939,0
426590,29.353,30.300,163.561,178.000,192.000,1.207,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.504,0.952,0
426693,29.602,30.600,165.205,180.000,193.000,1.207,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.504,0.957,0
426736,29.822,30.700,166.684,180.000,196.000,4.827,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.504,0.972,0
426778,30.017,30.800,167.916,179.000,196.000,4.827,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.507,0.972,0
426823,30.214,31.000,168.924,178.000,199.000,4.827,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.507,0.984,0
426865,30.411,31.200,169.532,175.000,199.000,4.827,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.507,0.984,0
426908,30.649,31.600,169.879,173.000,200.000,4.827,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.507,0.987,0
426950,30.879,31.800,169.891,170.000,200.000,4.827,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.507,0.987,0
426995,31.123,32.100,169.502,166.000,200.000,4.827,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.510,0.987,0
427037,31.379,32.400,168.752,162.000,200.000,4.827,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.510,0.987,0
427079,31.643,32.700,167.676,158.000,199.000,4.827,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.510,0.984,0
427121,31.914,33.000,166.509,156.000,198.000,4.827,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.510,0.980,0
427166,32.191,33.300,165.258,154.000,196.000,4.827,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.513,0.972,0
427209,32.473,33.600,164.032,153.000,196.000,4.827,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.513,0.972,0
427252,32.719,33.700,162.929,153.000,195.000,4.827,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.513,0.967,0
427295,32.895,33.600,162.036,154.000,193.000,4.827,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.513,0.957,0
427341,32.996,33.400,161.232,154.000,193.000,4.827,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.513,0.957,0
427384,33.017,33.100,160.609,155.000,193.000,4.827,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.515,0.957,0
427427,33.013,33.000,160.148,156.000,193.000,4.827,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.515,0.957,0
427470,32.911,32.500,159.833,157.000,192.000,4.827,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.513,0.952,0
427515,32.729,32.000,159.850,160.000,192.000,4.827,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.513,0.952,0
427558,32.463,31.400,160.165,163.000,192.000,4.827,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.513,0.952,0
427601,32.130,30.800,160.849,167.000,192.000,4.827,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.513,0.952,0
427645,31.744,30.200,161.564,168.000,193.000,4.827,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.510,0.957,0
427691,31.315,29.600,162.407,170.000,193.000,4.827,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.510,0.957,0
427732,30.872,29.100,163.067,169.000,193.000,4.827,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.507,0.957,0
427774,30.418,28.600,163.560,168.000,193.000,4.827,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.507,0.957,0
427816,29.914,27.900,163.904,167.000,193.000,4.827,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.504,0.957,0
427862,29.431,27.500,164.014,165.000,193.000,4.827,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.504,0.957,0
427904,28.945,27.000,164.012,164.000,192.000,4.827,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.501,0.952,0
427947,28.476,26.600,163.911,163.000,192.000,4.827,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.501,0.952,0
427988,28.041,26.300,163.720,162.000,190.000,4.827,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.501,0.939,0
428033,27.633,26.000,163.548,162.000,190.000,4.827,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.499,0.939,0
428076,27.266,25.800,163.393,162.000,190.000,4.827,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.499,0.939,0
428118,26.933,25.600,163.354,163.000,190.000,4.827,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.496,0.939,0
428160,26.626,25.400,163.318,163.000,188.000,4.827,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.496,0.926,0
428206,26.341,25.200,163.287,163.000,188.000,4.827,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.496,0.926,0
428250,26.073,25.000,163.358,164.000,188.000,4.827,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.496,0.926,0
428292,25.818,24.800,163.422,164.000,188.000,4.827,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.493,0.926,0
428335,25.595,24.700,163.480,164.000,188.000,4.827,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.493,0.926,0
428381,25.396,24.600,163.632,165.000,188.000,4.827,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.493,0.926,0
428424,25.217,24.500,163.869,166.000,188.000,4.827,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.493,0.926,0
428467,25.053,24.400,164.182,167.000,188.000,4.827,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.493,0.926,0
428510,24.923,24.400,164.664,169.000,188.000,4.827,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.490,0.926,0
428555,24.818,24.400,165.197,170.000,190.000,4.827,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.490,0.939,0
428598,24.754,24.500,165.778,171.000,190.000,4.827,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.490,0.939,0
428642,24.744,24.700,166.300,171.000,190.000,4.827,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.490,0.939,0
428684,24.755,24.800,166.770,171.000,190.000,4.827,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.490,0.939,0
428733,24.784,24.900,167.293,172.000,192.000,4.827,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.490,0.952,0
428775,24.807,24.900,167.864,173.000,192.000,4.827,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.490,0.952,0
428818,24.826,24.900,168.477,174.000,193.000,4.827,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.490,0.957,0
428860,24.821,24.800,169.129,175.000,193.000,4.827,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.490,0.957,0
428905,24.796,24.700,169.917,177.000,193.000,4.827,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.490,0.957,0
428947,24.757,24.600,170.725,178.000,195.000,4.827,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.490,0.967,0
428989,24.726,24.600,171.452,178.000,196.000,4.827,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.490,0.972,0
429032,24.701,24.600,172.107,178.000,196.000,4.827,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.490,0.972,0
429077,24.700,24.700,172.696,178.000,196.000,4.827,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.490,0.972,0
429120,24.720,24.800,173.227,178.000,196.000,4.827,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.490,0.972,0
429162,24.756,24.900,173.704,178.000,198.000,4.827,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.490,0.980,0
429205,24.785,24.900,174.034,177.000,198.000,4.827,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.490,0.980,0
429259,24.808,24.900,174.330,177.000,199.000,4.827,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.490,0.984,0
429301,24.826,24.900,174.597,177.000,199.000,4.827,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.490,0.984,0
429344,24.841,24.900,174.838,177.000,199.000,4.827,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.490,0.984,0
429387,24.853,24.900,175.054,177.000,199.000,4.827,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.490,0.984,0
429432,24.902,25.100,175.248,177.000,200.000,4.827,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.490,0.987,0
429475,24.962,25.200,175.424,177.000,200.000,4.827,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.490,0.987,0
429518,25.029,25.300,175.581,177.000,200.000,4.827,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.493,0.987,0
429561,25.104,25.400,175.723,177.000,200.000,4.827,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.493,0.987,0
429607,25.163,25.400,175.851,177.000,201.000,4.827,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.493,0.990,0
429650,25.210,25.400,175.966,177.000,201.000,4.827,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.493,0.990,0
429692,25.208,25.200,176.069,177.000,201.000,4.827,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.493,0.990,0
429735,25.187,25.100,176.162,177.000,201.000,4.827,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.493,0.990,0
429780,25.149,25.000,176.246,177.000,201.000,4.827,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.493,0.990,0
429822,25.079,24.800,176.321,177.000,201.000,4.827,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.493,0.990,0
429864,25.004,24.700,176.389,177.000,201.000,4.827,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.493,0.990,0
429906,24.903,24.500,176.450,177.000,201.000,4.827,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.490,0.990,0
429952,24.762,24.200,176.505,177.000,201.000,4.827,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.490,0.990,0
429993,24.610,24.000,176.555,177.000,201.000,4.827,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.490,0.990,0
430036,24.428,23.700,176.599,177.000,201.000,4.827,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.490,0.990,0
430078,24.182,23.200,176.539,176.000,200.000,6.034,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.490,0.987,0
430124,23.906,22.800,176.585,177.000,200.000,6.034,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.488,0.987,0
430166,23.625,22.500,176.527,176.000,200.000,6.034,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.488,0.987,0
430209,23.320,22.100,176.474,176.000,199.000,6.034,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.488,0.984,0
430252,22.996,21.700,176.327,175.000,199.000,6.034,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.485,0.984,0
430299,22.697,21.500,176.194,175.000,198.000,6.034,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.485,0.980,0
430342,22.417,21.300,175.975,174.000,198.000,6.034,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.485,0.980,0
430384,22.154,21.100,175.577,172.000,196.000,6.034,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.485,0.972,0
430427,21.923,21.000,175.020,170.000,196.000,6.034,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.482,0.972,0
430473,21.718,20.900,174.318,168.000,196.000,6.034,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.482,0.972,0
430515,21.555,20.900,173.486,166.000,195.000,6.034,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.482,0.967,0
430558,21.424,20.900,172.737,166.000,193.000,6.034,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.482,0.957,0
430601,21.299,20.800,172.063,166.000,193.000,6.034,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.482,0.957,0
430647,21.179,20.700,171.457,166.000,192.000,6.034,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.482,0.952,0
430689,21.083,20.700,170.911,166.000,190.000,6.034,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.482,0.939,0
430731,21.007,20.700,170.420,166.000,190.000,6.034,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.482,0.939,0
430773,20.925,20.600,169.978,166.000,190.000,6.034,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.479,0.939,0
430818,20.860,20.600,169.580,166.000,190.000,6.034,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.479,0.939,0
430861,20.808,20.600,169.222,166.000,190.000,6.034,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.479,0.939,0
430903,20.767,20.600,168.900,166.000,188.000,6.034,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.479,0.926,0
430945,20.713,20.500,168.610,166.000,188.000,6.034,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.479,0.926,0
430990,20.671,20.500,168.349,166.000,188.000,6.034,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.479,0.926,0
431032,20.636,20.500,168.114,166.000,188.000,6.034,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.479,0.926,0
431075,20.629,20.600,167.903,166.000,188.000,6.034,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.479,0.926,0
431117,20.623,20.600,167.713,166.000,188.000,6.034,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.479,0.926,0
431162,20.619,20.600,167.441,165.000,188.000,6.034,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.479,0.926,0
431205,20.615,20.600,167.197,165.000,187.000,6.034,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.479,0.919,0
431248,20.612,20.600,166.977,165.000,187.000,6.034,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.479,0.919,0
431291,20.610,20.600,166.780,165.000,187.000,6.034,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.479,0.919,0
431337,20.608,20.600,166.602,165.000,187.000,6.034,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.479,0.919,0
431379,20.606,20.600,166.442,165.000,187.000,6.034,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.479,0.919,0
431422,20.605,20.600,166.297,165.000,186.000,6.034,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.479,0.912,0
431465,20.604,20.600,166.168,165.000,186.000,6.034,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.479,0.912,0
431512,20.603,20.600,166.051,165.000,186.000,6.034,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.479,0.912,0
431554,20.603,20.600,165.846,164.000,186.000,6.034,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.479,0.912,0
431597,20.602,20.600,165.661,164.000,186.000,6.034,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.479,0.912,0
431641,20.602,20.600,165.595,165.000,186.000,6.034,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.479,0.912,0
431686,20.601,20.600,165.436,164.000,186.000,6.034,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.479,0.912,0
431728,20.601,20.600,165.292,164.000,185.000,6.034,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.479,0.904,0
431771,20.601,20.600,165.163,164.000,185.000,6.034,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.479,0.904,0
431813,20.601,20.600,165.047,164.000,185.000,6.034,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.479,0.904,0
431858,20.601,20.600,164.942,164.000,185.000,6.034,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.479,0.904,0
431900,20.600,20.600,164.848,164.000,185.000,6.034,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.479,0.904,0
431942,20.600,20.600,164.763,164.000,185.000,6.034,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.479,0.904,0
431984,20.600,20.600,164.687,164.000,185.000,6.034,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.479,0.904,0
432036,20.600,20.600,164.718,165.000,185.000,6.034,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.479,0.904,0
432079,20.600,20.600,164.646,164.000,185.000,6.034,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.479,0.904,0
432121,20.600,20.600,164.582,164.000,185.000,6.034,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.479,0.904,0
432163,20.600,20.600,164.423,163.000,185.000,6.034,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.479,0.904,0
432209,20.600,20.600,164.381,164.000,184.000,6.034,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.479,0.896,0
432252,20.600,20.600,164.243,163.000,184.000,6.034,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.479,0.896,0
432295,20.600,20.600,164.219,164.000,184.000,6.034,10,203.830001,0.000000,52.429138,-1.946308,52.923671,13.149425,0.479,0.896,0
